1,-3.188396,55.944425,60,-3.188246,55.94468480762114,null
2,-3.188246,55.94468480762114,50,-3.188053163717094,55.94491462095407,agents.mile.crib
3,-3.188053163717094,55.94491462095407,180,-3.188053163717094,55.94461462095407,null
4,-3.188053163717094,55.94461462095407,250,-3.188105258170394,55.94431917862816,null
5,-3.188105258170394,55.94431917862816,260,-3.188105258170394,55.94401917862816,null
6,-3.188105258170394,55.94401917862816,250,-3.188157352623694,55.94372373630225,cubs.trucks.help
7,-3.188157352623694,55.94372373630225,200,-3.1884171602448297,55.943573736302255,null
8,-3.1884171602448297,55.943573736302255,200,-3.188676967865965,55.94342373630226,system.speak.guard
9,-3.188676967865965,55.94342373630226,270,-3.188624873412665,55.94312829397635,groups.ideas.script
10,-3.188624873412665,55.94312829397635,100,-3.188727479455663,55.94341020176259,null
11,-3.188727479455663,55.94341020176259,110,-3.1888300854986604,55.94369210954883,null
12,-3.1888300854986604,55.94369210954883,120,-3.1889800854986605,55.94395191716996,noted.friday.jams
13,-3.1889800854986605,55.94395191716996,220,-3.1892098988315962,55.943759080887055,null
14,-3.1892098988315962,55.943759080887055,200,-3.1894697064527318,55.94360908088706,cars.attend.hotels
15,-3.1894697064527318,55.94360908088706,230,-3.189619706452732,55.94334927326592,null
16,-3.189619706452732,55.94334927326592,230,-3.189769706452732,55.94308946564479,null
17,-3.189769706452732,55.94308946564479,220,-3.1899625427356377,55.94285965231185,second.launch.miles
18,-3.1899625427356377,55.94285965231185,170,-3.190262542735638,55.94285965231185,null
19,-3.190262542735638,55.94285965231185,180,-3.1905579850615418,55.94280755785855,tonic.bliss.cove
20,-3.1905579850615418,55.94280755785855,110,-3.190707985061542,55.943067365479685,null
21,-3.190707985061542,55.943067365479685,130,-3.1909008213444476,55.94329717881262,null
22,-3.1909008213444476,55.94329717881262,120,-3.1910508213444477,55.943556986433755,loaf.cheer.slave
23,-3.1910508213444477,55.943556986433755,30,-3.190791013723312,55.94370698643375,null
24,-3.190791013723312,55.94370698643375,40,-3.1905612003903765,55.94389982271666,pump.wheels.hulk
25,-3.1905612003903765,55.94389982271666,130,-3.1907540366732823,55.944129636049595,null
26,-3.1907540366732823,55.944129636049595,140,-3.190983850006218,55.9443224723325,paying.crowd.weep
27,-3.190983850006218,55.9443224723325,90,-3.190983850006218,55.944622472332505,null
28,-3.190983850006218,55.944622472332505,100,-3.191035944459518,55.94491791465841,shapes.sheep.nature
29,-3.191035944459518,55.94491791465841,150,-3.1912957520806535,55.94506791465841,null
30,-3.1912957520806535,55.94506791465841,160,-3.1915776598668892,55.94517052070141,hills.feels.tunes
31,-3.1915776598668892,55.94517052070141,50,-3.1913848235839835,55.945400334034346,null
32,-3.1913848235839835,55.945400334034346,60,-3.1912348235839834,55.94566014165548,skins.engage.best
33,-3.1912348235839834,55.94566014165548,80,-3.1911827291306833,55.94595558398139,simple.rust.audio
34,-3.1911827291306833,55.94595558398139,280,-3.1909008213444476,55.94585297793839,null
35,-3.1909008213444476,55.94585297793839,330,-3.190618913558212,55.945750371895386,null
36,-3.190618913558212,55.945750371895386,330,-3.190337005771976,55.945647765852385,null
37,-3.190337005771976,55.945647765852385,330,-3.1900550979857405,55.945545159809384,null
38,-3.1900550979857405,55.945545159809384,330,-3.189773190199505,55.945442553766384,turkey.limit.ramp
39,-3.189773190199505,55.945442553766384,50,-3.189580353916599,55.94567236709932,null
40,-3.189580353916599,55.94567236709932,50,-3.189387517633693,55.945902180432256,coherent.saints.stuck
41,-3.189387517633693,55.945902180432256,10,-3.1890920753077894,55.94595427488556,null
42,-3.1890920753077894,55.94595427488556,10,-3.1887966329818855,55.94600636933886,null
43,-3.1887966329818855,55.94600636933886,10,-3.1885011906559817,55.94605846379216,boost.radar.stress
44,-3.1885011906559817,55.94605846379216,220,-3.188219282869746,55.94595585774916,null
45,-3.188219282869746,55.94595585774916,280,-3.1879373750835103,55.94585325170616,null
46,-3.1879373750835103,55.94585325170616,330,-3.1876554672972746,55.94575064566316,null
47,-3.1876554672972746,55.94575064566316,290,-3.187373559511039,55.94564803962016,null
48,-3.187373559511039,55.94564803962016,210,-3.187091651724803,55.94554543357716,null
49,-3.187091651724803,55.94554543357716,180,-3.1868318441036676,55.94539543357716,spent.spoon.bolt
50,-3.1868318441036676,55.94539543357716,70,-3.18672923806067,55.9456773413634,hidden.handle.softly
51,-3.18672923806067,55.9456773413634,280,-3.1866266320176724,55.94539543357716,null
52,-3.1866266320176724,55.94539543357716,230,-3.1865240259746748,55.94511352579092,null
53,-3.1865240259746748,55.94511352579092,190,-3.186421419931677,55.944831618004685,rated.fired.crowds
54,-3.186421419931677,55.944831618004685,180,-3.186651233264613,55.94463878172178,artist.gets.react
55,-3.186651233264613,55.94463878172178,150,-3.186355790938709,55.944586687268476,null
56,-3.186355790938709,55.944586687268476,170,-3.1861629546558032,55.94435687393554,null
57,-3.1861629546558032,55.94435687393554,130,-3.1863129546558033,55.944097066314406,null
58,-3.1863129546558033,55.944097066314406,80,-3.186608396981707,55.9440449718611,lime.learns.front
59,-3.186608396981707,55.9440449718611,40,-3.1868682046028427,55.943894971861106,null
60,-3.1868682046028427,55.943894971861106,130,-3.1871280122239782,55.94374497186111,null
61,-3.1871280122239782,55.94374497186111,200,-3.1873878198451138,55.94359497186111,shut.stands.media
62,-3.1873878198451138,55.94359497186111,290,-3.1872378198451137,55.943335164239976,scale.chair.kinds
63,-3.1872378198451137,55.943335164239976,280,-3.187135213802116,55.94305325645374,null
64,-3.187135213802116,55.94305325645374,280,-3.1870326077591185,55.9427713486675,strut.river.surely
65,-3.1870326077591185,55.9427713486675,170,-3.1873326077591186,55.9427713486675,null
66,-3.1873326077591186,55.9427713486675,170,-3.187632607759119,55.9427713486675,panic.squad.danger
67,-3.187632607759119,55.9427713486675,10,-3.187337165433215,55.9428234431208,null
68,-3.187337165433215,55.9428234431208,0,-3.187037165433215,55.9428234431208,null
69,-3.187037165433215,55.9428234431208,0,-3.1867371654332146,55.9428234431208,null
70,-3.1867371654332146,55.9428234431208,0,-3.1864371654332144,55.9428234431208,null
71,-3.1864371654332144,55.9428234431208,0,-3.1861371654332142,55.9428234431208,null
72,-3.1861371654332142,55.9428234431208,10,-3.1858417231073104,55.9428755375741,null
73,-3.1858417231073104,55.9428755375741,0,-3.18554172310731,55.9428755375741,dent.shins.cycle
74,-3.18554172310731,55.9428755375741,10,-3.1852462807814064,55.942927632027406,null
75,-3.1852462807814064,55.942927632027406,10,-3.1849508384555025,55.94297972648071,courier.assume.bill
76,-3.1849508384555025,55.94297972648071,70,-3.184848232412505,55.943261634266946,null
77,-3.184848232412505,55.943261634266946,70,-3.1847456263695073,55.943543542053185,null
78,-3.1847456263695073,55.943543542053185,80,-3.1846935319162073,55.94383898437909,rider.mile.lime
79,-3.1846935319162073,55.94383898437909,130,-3.184886368199113,55.94406879771203,null
80,-3.184886368199113,55.94406879771203,120,-3.185036368199113,55.94432860533316,null
81,-3.185036368199113,55.94432860533316,130,-3.185229204482019,55.9445584186661,acid.chair.butter
82,-3.185229204482019,55.9445584186661,30,-3.1849693968608834,55.944708418666096,null
83,-3.1849693968608834,55.944708418666096,30,-3.184709589239748,55.944858418666094,null
84,-3.184709589239748,55.944858418666094,20,-3.184427681453512,55.944961024709094,sports.topic.clocks
85,-3.184427681453512,55.944961024709094,50,-3.1845776814535123,55.94522083233023,null
86,-3.1845776814535123,55.94522083233023,90,-3.184770517736418,55.945450645663165,null
87,-3.184770517736418,55.945450645663165,120,-3.184920517736418,55.9457104532843,rider.aura.bulb
88,-3.184920517736418,55.9457104532843,200,-3.185202425522654,55.9456078472413,null
89,-3.185202425522654,55.9456078472413,200,-3.1854843333088896,55.9455052411983,null
90,-3.1854843333088896,55.9455052411983,200,-3.1857662410951253,55.9454026351553,null
91,-3.1857662410951253,55.9454026351553,200,-3.186048148881361,55.945300029112296,null
92,-3.186048148881361,55.945300029112296,200,-3.1863300566675967,55.945197423069295,null
93,-3.1863300566675967,55.945197423069295,200,-3.1866119644538324,55.945094817026295,null
94,-3.1866119644538324,55.945094817026295,140,-3.186841777786768,55.9452876533092,null
95,-3.186841777786768,55.9452876533092,130,-3.187034614069674,55.94551746664214,null
96,-3.187034614069674,55.94551746664214,150,-3.1872944216908095,55.945667466642135,null
97,-3.1872944216908095,55.945667466642135,210,-3.187554229311945,55.94551746664214,null
98,-3.187554229311945,55.94551746664214,190,-3.187849671637849,55.945465372188835,null
99,-3.187849671637849,55.945465372188835,180,-3.1881451139637527,55.94541327773553,null
100,-3.1881451139637527,55.94541327773553,250,-3.1881972084170527,55.945117835409626,null
101,-3.1881972084170527,55.945117835409626,180,-3.1882998144600503,55.94483592762339,null
102,-3.1882998144600503,55.94483592762339,260,-3.1883519089133503,55.94454048529748,null
